Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Bowers, Adam R.","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",WI17,414,"
190
","
89.8%
","
91.5%
","
6.85
","
B (3.25)
","
B- (2.76)
"
"Gawlik, Evan Scott","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",WI17,391,"
203
","
93.5%
","
97.0%
","
6.12
","
B+ (3.34)
","
B- (2.76)
"
"Tucker, Henry Jackson","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",FA16,182,"
125
","
66.9%
","
8.5%
","
8.34
","
B- (2.89)
","
B- (2.80)
"
"Salehi Golsefidy, Alireza","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",FA16,336,"
253
","
90.9%
","
94.2%
","
7.14
","
B+ (3.45)
","
B- (2.77)
"
"Tesler, Glenn","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",FA16,330,"
161
","
89.9%
","
65.5%
","
6.71
","
B (3.24)
","
B- (2.73)
"
"Conant, James R","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",FA16,376,"
207
","
95.4%
","
97.0%
","
5.33
","
A- (3.71)
","
B (3.24)
"
"Barrese, Kenneth William","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (E)
",FA16,281,"
132
","
88.7%
","
61.3%
","
6.58
","
B (3.20)
","
B- (2.71)
"
"Bodnar, Michelle Elizabeth","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",S216,121,"
47
","
93.5%
","
89.1%
","
8.54
","
B (3.24)
","
C+ (2.33)
"
"Bodnar, Michelle Elizabeth","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",S116,91,"
28
","
82.6%
","
95.7%
","
8.76
","
B+ (3.59)
","
C+ (2.54)
"
"Mohanty, Sara","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",SP16,232,"
72
","
87.7%
","
52.3%
","
6.28
","
B+ (3.34)
","
C+ (2.40)
"
"Eggers, John Dietrich","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",SP16,380,"
142
","
82.4%
","
63.4%
","
6.48
","
B (3.24)
","
C+ (2.52)
"
"Deotte, Christopher George","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",SP16,299,"
115
","
93.5%
","
94.4%
","
6.08
","
B+ (3.50)
","
B- (2.76)
"
"Mohanty, Sara","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",WI16,161,"
90
","
85.4%
","
62.9%
","
6.16
","
B (3.06)
","
C+ (2.32)
"
"Eggers, John Dietrich","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",WI16,421,"
229
","
90.4%
","
90.8%
","
6.54
","
B (3.27)
","
C+ (2.60)
"
"Barrese, Kenneth William","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",WI16,315,"
149
","
88.1%
","
76.2%
","
5.83
","
B+ (3.38)
","
C+ (2.63)
"
"Jiang, Zonglin","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",WI16,239,"
125
","
78.7%
","
32.0%
","
6.10
","
B (3.28)
","
B- (2.70)
"
"Carter, Anne Toulson","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",FA15,368,"
233
","
97.8%
","
96.9%
","
5.78
","
B+ (3.64)
","
B- (2.95)
"
"Mohanty, Sara","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",FA15,371,"
181
","
93.8%
","
77.0%
","
6.50
","
B+ (3.40)
","
B- (2.71)
"
"Tesler, Glenn","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",FA15,372,"
158
","
82.1%
","
74.8%
","
7.81
","
B (3.19)
","
C+ (2.63)
"
"Sun, Hui","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",FA15,359,"
182
","
96.5%
","
93.0%
","
5.32
","
B+ (3.55)
","
N/A
"
"Wang, Xu","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (E)
",FA15,268,"
158
","
85.1%
","
46.8%
","
6.80
","
B+ (3.68)
","
C+ (2.68)
"
"Cheng, Hsiao-Bing","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (F)
",FA15,187,"
90
","
92.1%
","
71.9%
","
6.43
","
B+ (3.33)
","
B- (2.88)
"
"Wilkins, Gautam Andrew","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",S215,108,"
35
","
97.1%
","
100.0%
","
8.92
","
B+ (3.53)
","
B (3.11)
"
"Zhou, Shenggao","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",S115,101,"
21
","
95.2%
","
57.1%
","
7.64
","
B+ (3.38)
","
B- (2.84)
"
"Eggers, John Dietrich","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",SP15,371,"
141
","
95.5%
","
90.2%
","
6.53
","
B+ (3.48)
","
C+ (2.66)
"
"Bowers, Adam R.","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",SP15,293,"
135
","
94.7%
","
98.5%
","
6.01
","
B+ (3.31)
","
C+ (2.58)
"
"Saab, Rayan","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",SP15,152,"
84
","
91.4%
","
92.6%
","
5.64
","
B (3.28)
","
C+ (2.63)
"
"Eggers, John Dietrich","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",WI15,369,"
185
","
91.2%
","
91.7%
","
6.16
","
B (3.28)
","
B- (2.90)
"
"Oliver, Jesus R","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",WI15,271,"
134
","
96.1%
","
96.1%
","
6.52
","
B+ (3.44)
","
B- (2.92)
"
"Banaszak, Grzegorz Marian","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",WI15,202,"
101
","
86.3%
","
61.1%
","
4.65
","
B+ (3.44)
","
B (3.13)
"
"Wang, Xingting","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",WI15,303,"
167
","
93.2%
","
92.6%
","
5.34
","
A- (3.79)
","
B+ (3.67)
"
"Bucur, Alina Ioana","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",FA14,309,"
180
","
85.9%
","
45.9%
","
6.42
","
B+ (3.32)
","
C+ (2.54)
"
"Wang, Jie","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",FA14,397,"
246
","
93.6%
","
72.8%
","
5.32
","
B+ (3.69)
","
B (3.26)
"
"Bowers, Adam R.","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",FA14,413,"
321
","
94.4%
","
98.0%
","
7.40
","
B+ (3.46)
","
B+ (3.40)
"
"Salehi Golsefidy, Alireza","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",FA14,420,"
391
","
91.2%
","
95.1%
","
5.73
","
B+ (3.52)
","
B- (2.85)
"
"Wang, Xingting","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (E)
",FA14,323,"
209
","
94.1%
","
86.2%
","
4.92
","
A- (3.80)
","
B+ (3.52)
"
"Bryan, Paul Anthony","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",S214,94,"
17
","
100.0%
","
66.7%
","
9.36
","
B (3.08)
","
C+ (2.69)
"
"Chow, Bennett","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",S114,136,"
21
","
62.5%
","
93.8%
","
7.00
","
B (3.00)
","
B- (2.74)
"
"Conant, James R","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",SP14,330,"
111
","
92.7%
","
98.2%
","
5.83
","
B+ (3.56)
","
B- (2.91)
"
"Pelletier, Bruno","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",SP14,384,"
136
","
86.3%
","
32.8%
","
5.97
","
B (3.29)
","
B- (2.73)
"
"Sun, Hui","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",SP14,224,"
87
","
96.4%
","
86.9%
","
5.54
","
B+ (3.62)
","
B- (2.81)
"
"Chow, Bennett","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",WI14,212,"
116
","
90.4%
","
94.7%
","
5.22
","
B+ (3.48)
","
B- (2.93)
"
"Tesler, Glenn","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",WI14,398,"
200
","
90.6%
","
88.5%
","
6.25
","
B+ (3.35)
","
C+ (2.62)
"
"Bucur, Alina Ioana","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",WI14,220,"
107
","
86.1%
","
64.4%
","
5.81
","
B (3.24)
","
C+ (2.60)
"
"Rabin, Jeffrey Mark","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",WI14,335,"
182
","
88.4%
","
93.6%
","
5.12
","
B (3.16)
","
C+ (2.51)
"
"Wong, Wiseley A","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",FA13,318,"
184
","
93.8%
","
82.6%
","
6.36
","
B+ (3.54)
","
B- (2.86)
"
"Eggers, John Dietrich","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",FA13,397,"
196
","
90.5%
","
93.7%
","
6.76
","
B+ (3.52)
","
B (3.03)
"
"Salehi Golsefidy, Alireza","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",FA13,300,"
231
","
96.4%
","
96.4%
","
5.38
","
B+ (3.58)
","
B- (2.90)
"
"Verstraete, Jacques Allan","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",FA13,330,"
138
","
94.8%
","
100.0%
","
5.84
","
B+ (3.60)
","
B+ (3.35)
"
"Briggs, Christopher Alan","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (E)
",FA13,326,"
176
","
94.6%
","
74.1%
","
6.45
","
B+ (3.39)
","
C+ (2.65)
"
"Bowers, Adam R.","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",S213,129,"
29
","
100.0%
","
100.0%
","
8.57
","
B+ (3.45)
","
C+ (2.50)
"
"Bowers, Adam R.","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",S113,144,"
35
","
88.2%
","
100.0%
","
8.74
","
B+ (3.38)
","
C+ (2.59)
"
"Meier, Caleb A","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",SP13,217,"
87
","
77.0%
","
78.2%
","
6.33
","
B (3.10)
","
B- (2.76)
"
"Minor, Andre J","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",SP13,391,"
145
","
85.5%
","
92.4%
","
6.75
","
B (3.26)
","
B- (2.76)
"
"Bryan, Paul Anthony","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",SP13,289,"
105
","
61.8%
","
15.7%
","
6.58
","
B- (2.88)
","
C (2.28)
"
"Agler, Jim","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",WI13,229,"
109
","
83.8%
","
38.1%
","
6.35
","
B- (2.93)
","
B- (2.89)
"
"Eggers, John Dietrich","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",WI13,399,"
167
","
88.4%
","
89.6%
","
6.36
","
B (3.21)
","
B (3.05)
"
"Helton, John W.","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",WI13,125,"
53
","
79.2%
","
30.2%
","
6.12
","
B (3.16)
","
B- (2.78)
"
"Minor, Andre J","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",WI13,287,"
143
","
92.1%
","
99.3%
","
6.24
","
B+ (3.34)
","
B- (2.80)
"
"Lin, James P.","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",FA12,313,"
151
","
88.8%
","
60.8%
","
6.79
","
B (3.23)
","
C+ (2.57)
"
"Minor, Andre J","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",FA12,227,"
96
","
92.6%
","
97.9%
","
6.69
","
B+ (3.42)
","
B- (2.77)
"
"Lee, Seung W","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",FA12,291,"
131
","
92.0%
","
88.8%
","
5.69
","
B+ (3.46)
","
C+ (2.53)
"
"Jones, Miles E","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",FA12,235,"
129
","
94.1%
","
96.6%
","
6.89
","
B+ (3.53)
","
B (3.19)
"
"Briggs, Christopher Alan","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (E)
",FA12,275,"
137
","
82.0%
","
58.6%
","
7.84
","
B (3.01)
","
C+ (2.45)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Ramachandran, Nandagopal","
MATH 20D - Intro/Differential Equations (A)
",SP23,135,"
54
","
94.1%
","
92.2%
","
5.67
","
B+ (3.65)
","
B+ (3.38)
"
"Lee, Kisun","
MATH 20D - Intro/Differential Equations (B)
",SP23,191,"
154
","
97.4%
","
100.0%
","
6.11
","
B+ (3.60)
","
B+ (3.34)
"
"McGlade, Finley Desmond MacIver","
MATH 20D - Intro/Differential Equations (C)
",SP23,174,"
77
","
61.1%
","
40.3%
","
9.10
","
B (3.28)
","
B (3.29)
"
"Gambheera Arachchige, Rusiru","
MATH 20D - Intro/Differential Equations (A)
",WI23,57,"
24
","
87.5%
","
79.2%
","
5.92
","
B+ (3.58)
","
B (3.03)
"
"Hammock, Frances H","
MATH 20D - Intro/Differential Equations (B)
",WI23,183,"
58
","
88.7%
","
92.0%
","
6.87
","
B+ (3.39)
","
B- (2.79)
"
"Lee, Kisun","
MATH 20D - Intro/Differential Equations (C)
",WI23,207,"
168
","
93.4%
","
97.0%
","
5.91
","
B+ (3.38)
","
B (3.21)
"
"Bach, Quang Tran","
MATH 20D - Intro/Differential Equations (D)
",WI23,183,"
93
","
91.0%
","
89.8%
","
6.93
","
B+ (3.53)
","
B (3.01)
"
"Lee, Kisun","
MATH 20D - Intro/Differential Equations (A)
",FA22,214,"
88
","
95.3%
","
96.5%
","
6.90
","
B+ (3.42)
","
B (3.02)
"
"Lee, Kisun","
MATH 20D - Intro/Differential Equations (B)
",FA22,285,"
120
","
94.8%
","
95.7%
","
6.77
","
B (3.29)
","
B (3.19)
"
"Ramachandran, Nandagopal","
MATH 20D - Intro/Differential Equations (C)
",FA22,143,"
45
","
97.7%
","
90.9%
","
6.22
","
B+ (3.67)
","
B+ (3.34)
"
"Bach, Quang Tran","
MATH 20D - Intro/Differential Equations (A)
",S222,33,"
6
","
83.3%
","
83.3%
","
7.50
","
B (3.00)
","
C+ (2.38)
"
"Bach, Quang Tran","
MATH 20D - Intro/Differential Equations (B)
",S222,40,"
7
","
100.0%
","
100.0%
","
9.36
","
B (3.29)
","
B- (2.84)
"
"Tran, Brian Kha","
MATH 20D - Intro/Differential Equations (A)
",S122,74,"
49
","
87.8%
","
83.7%
","
8.66
","
B+ (3.46)
","
B+ (3.35)
"
"Hammock, Frances H","
MATH 20D - Intro/Differential Equations (A)
",SP22,216,"
86
","
88.2%
","
81.2%
","
6.98
","
B+ (3.43)
","
B- (2.84)
"
"Um, Ko Woon","
MATH 20D - Intro/Differential Equations (B)
",SP22,161,"
68
","
91.2%
","
80.3%
","
7.41
","
B+ (3.44)
","
B- (2.81)
"
"Tu, Yucheng","
MATH 20D - Intro/Differential Equations (C)
",SP22,250,"
100
","
91.8%
","
96.9%
","
5.85
","
B+ (3.64)
","
B+ (3.31)
"
"Tu, Yucheng","
MATH 20D - Intro/Differential Equations (A)
",WI22,223,"
102
","
95.8%
","
100.0%
","
5.62
","
A- (3.71)
","
B+ (3.55)
"
"Um, Ko Woon","
MATH 20D - Intro/Differential Equations (B)
",WI22,185,"
91
","
86.4%
","
87.5%
","
6.98
","
B+ (3.42)
","
B- (2.85)
"
"Lee, Kisun","
MATH 20D - Intro/Differential Equations (C)
",WI22,199,"
100
","
97.9%
","
97.9%
","
6.85
","
B+ (3.50)
","
B+ (3.38)
"
"Brust, Johannes Joachim","
MATH 20D - Intro/Differential Equations (D)
",WI22,135,"
89
","
85.4%
","
75.3%
","
6.03
","
B+ (3.45)
","
B (3.00)
"
"Lee, Kisun","
MATH 20D - Intro/Differential Equations (A)
",FA21,186,"
152
","
89.4%
","
93.4%
","
7.92
","
B (3.21)
","
B (3.28)
"
"Tu, Yucheng","
MATH 20D - Intro/Differential Equations (B)
",FA21,250,"
180
","
94.9%
","
96.6%
","
5.51
","
B+ (3.60)
","
B+ (3.32)
"
"Vavalis, Emmanuel","
MATH 20D - Intro/Differential Equations (C)
",FA21,102,"
48
","
59.6%
","
43.5%
","
8.11
","
B (3.11)
","
C+ (2.59)
"
"Vavalis, Emmanuel","
MATH 20D - Intro/Differential Equations (A)
",S221,103,"
23
","
73.9%
","
56.5%
","
8.77
","
B+ (3.57)
","
B+ (3.39)
"
"Zhang, Yuming","
MATH 20D - Intro/Differential Equations (A)
",S121,82,"
24
","
54.2%
","
50.0%
","
9.25
","
B (3.25)
","
B (3.02)
"
"Alberts, Brandon","
MATH 20D - Intro/Differential Equations (A)
",SP21,166,"
142
","
84.5%
","
91.5%
","
7.45
","
B (3.21)
","
B- (2.99)
"
"Xiao, Ming","
MATH 20D - Intro/Differential Equations (B)
",SP21,292,"
134
","
95.5%
","
94.7%
","
6.30
","
A- (3.77)
","
B+ (3.48)
"
"Roberts, Justin Deritter","
MATH 20D - Intro/Differential Equations (C)
",SP21,215,"
91
","
94.3%
","
85.2%
","
6.11
","
B+ (3.60)
","
B+ (3.38)
"
"Alberts, Brandon","
MATH 20D - Intro/Differential Equations (A)
",WI21,122,"
111
","
82.9%
","
90.1%
","
8.52
","
B+ (3.41)
","
B- (2.88)
"
"Tamam, Nattalie","
MATH 20D - Intro/Differential Equations (B)
",WI21,176,"
84
","
80.5%
","
68.3%
","
7.72
","
B+ (3.42)
","
B- (2.99)
"
"Lee, Kisun","
MATH 20D - Intro/Differential Equations (C)
",WI21,189,"
161
","
87.0%
","
88.8%
","
7.54
","
B+ (3.34)
","
B+ (3.60)
"
"Vavalis, Emmanuel","
MATH 20D - Intro/Differential Equations (D)
",WI21,152,"
88
","
50.6%
","
16.3%
","
6.98
","
B+ (3.40)
","
B+ (3.39)
"
"Zhang, Yuming","
MATH 20D - Intro/Differential Equations (A)
",FA20,143,"
123
","
71.1%
","
55.4%
","
7.28
","
B (3.10)
","
B (3.16)
"
"Um, Ko Woon","
MATH 20D - Intro/Differential Equations (B)
",FA20,215,"
98
","
94.7%
","
93.5%
","
6.96
","
B+ (3.53)
","
B (3.12)
"
"Zhang, Yuming","
MATH 20D - Intro/Differential Equations (C)
",FA20,91,"
68
","
82.4%
","
61.8%
","
6.56
","
B (3.22)
","
B- (2.86)
"
"Vavalis, Emmanuel","
MATH 20D - Intro/Differential Equations (D)
",FA20,154,"
74
","
54.9%
","
45.7%
","
6.22
","
B- (2.85)
","
B (3.05)
"
"Um, Ko Woon","
MATH 20D - Intro/Differential Equations (A)
",S220,112,"
35
","
97.0%
","
93.9%
","
9.53
","
B+ (3.62)
","
B+ (3.36)
"
"Zhong, Suhan","
MATH 20D - Intro/Differential Equations (B)
",S220,36,"
5
","
80.0%
","
80.0%
","
9.70
","
A- (3.80)
","
B (3.16)
"
"Mohanty, Sara","
MATH 20D - Intro/Differential Equations (A)
",S120,99,"
18
","
77.8%
","
66.7%
","
8.61
","
B+ (3.56)
","
C+ (2.69)
"
"Hammock, Frances H","
MATH 20D - Intro/Differential Equations (A)
",SP20,220,"
104
","
94.8%
","
97.9%
","
7.30
","
A- (3.80)
","
B+ (3.64)
"
"Jiang, Zonglin","
MATH 20D - Intro/Differential Equations (B)
",SP20,147,"
63
","
66.1%
","
55.2%
","
8.23
","
B (3.27)
","
B+ (3.32)
"
"Kitsela, Roman","
MATH 20D - Intro/Differential Equations (C)
",SP20,219,"
98
","
78.9%
","
72.0%
","
10.63
","
B+ (3.56)
","
A- (3.75)
"
"Um, Ko Woon","
MATH 20D - Intro/Differential Equations (A)
",WI20,206,"
101
","
88.9%
","
88.8%
","
6.32
","
B+ (3.42)
","
B- (2.97)
"
"Yang, Zi","
MATH 20D - Intro/Differential Equations (B)
",WI20,191,"
83
","
91.0%
","
82.1%
","
5.56
","
B+ (3.65)
","
B (3.11)
"
"Ben-Ezra, David El-Chai","
MATH 20D - Intro/Differential Equations (C)
",WI20,232,"
94
","
90.1%
","
96.7%
","
7.11
","
B+ (3.41)
","
B+ (3.44)
"
"Zhang, Yuming","
MATH 20D - Intro/Differential Equations (D)
",WI20,138,"
56
","
90.6%
","
66.0%
","
5.93
","
B+ (3.40)
","
B (3.17)
"
"Bowers, Adam R.","
MATH 20D - Intro/Differential Equations (A)
",FA19,233,"
191
","
93.2%
","
95.2%
","
7.58
","
B+ (3.37)
","
B- (2.95)
"
"Ciotti, Benjamin","
MATH 20D - Intro/Differential Equations (B)
",FA19,130,"
58
","
90.4%
","
84.3%
","
7.90
","
B (3.16)
","
C+ (2.39)
"
"Deng, Yanxia","
MATH 20D - Intro/Differential Equations (C)
",FA19,154,"
57
","
85.2%
","
87.0%
","
6.99
","
B+ (3.47)
","
B- (2.74)
"
"Perkins, Rudolph Bronson","
MATH 20D - Intro/Differential Equations (D)
",FA19,177,"
79
","
81.1%
","
81.1%
","
7.67
","
B (3.13)
","
B- (2.70)
"
"Tu, Yucheng","
MATH 20D - Intro/Differential Equations (A)
",S219,100,"
37
","
91.4%
","
97.1%
","
6.67
","
B+ (3.62)
","
B (3.04)
"
"Kitsela, Roman","
MATH 20D - Intro/Differential Equations (A)
",S119,132,"
51
","
91.5%
","
95.7%
","
6.83
","
B+ (3.48)
","
B- (2.86)
"
"Behzadan, Ali","
MATH 20D - Intro/Differential Equations (A)
",SP19,146,"
70
","
93.7%
","
87.3%
","
6.06
","
B+ (3.44)
","
B (3.13)
"
"Um, Ko Woon","
MATH 20D - Intro/Differential Equations (B)
",SP19,230,"
105
","
88.9%
","
92.8%
","
5.50
","
B+ (3.40)
","
C+ (2.64)
"
"Strahl, Perry Robert","
MATH 20D - Intro/Differential Equations (C)
",SP19,244,"
162
","
87.3%
","
75.2%
","
5.68
","
B+ (3.51)
","
B- (2.80)
"
"Hammock, Frances H","
MATH 20D - Intro/Differential Equations (A)
",WI19,199,"
109
","
93.9%
","
94.8%
","
6.08
","
B+ (3.60)
","
B- (2.82)
"
"Hammock, Frances H","
MATH 20D - Intro/Differential Equations (B)
",WI19,209,"
102
","
92.9%
","
92.7%
","
6.42
","
B+ (3.36)
","
B- (2.82)
"
"Kossovskiy, Ilya","
MATH 20D - Intro/Differential Equations (D)
",WI19,186,"
92
","
87.6%
","
56.8%
","
5.02
","
B+ (3.50)
","
B (3.10)
"
"Behzadan, Ali","
MATH 20D - Intro/Differential Equations (E)
",WI19,148,"
93
","
95.4%
","
96.6%
","
6.16
","
A- (3.79)
","
B (3.22)
"
"Hammock, Frances H","
MATH 20D - Intro/Differential Equations (A)
",FA18,130,"
56
","
92.3%
","
94.1%
","
6.19
","
B+ (3.65)
","
B (3.05)
"
"Wang, Lujia","
MATH 20D - Intro/Differential Equations (B)
",FA18,71,"
29
","
92.3%
","
53.8%
","
6.35
","
B+ (3.50)
","
C+ (2.42)
"
"Bach, Quang Tran","
MATH 20D - Intro/Differential Equations (C)
",FA18,310,"
157
","
91.2%
","
94.6%
","
6.98
","
B+ (3.30)
","
B (3.18)
"
"Kitsela, Roman","
MATH 20D - Intro/Differential Equations (D)
",FA18,139,"
115
","
81.7%
","
87.8%
","
6.80
","
B (3.19)
","
B- (2.80)
"
"Kitsela, Roman","
MATH 20D - Intro/Differential Equations (A)
",S218,119,"
83
","
95.1%
","
89.0%
","
6.77
","
B+ (3.51)
","
B+ (3.37)
"
"Mohanty, Sara","
MATH 20D - Intro/Differential Equations (A)
",S118,68,"
19
","
88.2%
","
76.5%
","
8.72
","
B+ (3.50)
","
C+ (2.65)
"
"Petkov, Vladislav V","
MATH 20D - Intro/Differential Equations (A)
",SP18,59,"
21
","
95.0%
","
90.0%
","
5.10
","
B+ (3.50)
","
B+ (3.31)
"
"Carter, Anne Toulson","
MATH 20D - Intro/Differential Equations (B)
",SP18,352,"
152
","
97.2%
","
94.3%
","
7.06
","
A- (3.73)
","
B+ (3.33)
"
"Allen, Grant Warren","
MATH 20D - Intro/Differential Equations (C)
",SP18,280,"
119
","
94.5%
","
96.2%
","
6.21
","
B+ (3.39)
","
B+ (3.52)
"
"Snellman Jr., Robert Allen","
MATH 20D - Intro/Differential Equations (A)
",WI18,189,"
94
","
98.9%
","
98.9%
","
6.39
","
A- (3.71)
","
B+ (3.53)
"
"Ben-Ezra, David El-Chai","
MATH 20D - Intro/Differential Equations (B)
",WI18,207,"
95
","
92.1%
","
86.5%
","
5.60
","
B+ (3.47)
","
B+ (3.46)
"
"Petkov, Vladislav V","
MATH 20D - Intro/Differential Equations (C)
",WI18,160,"
76
","
82.4%
","
50.0%
","
5.40
","
B+ (3.40)
","
B- (2.94)
"
"Kolesnikov, Pavel","
MATH 20D - Intro/Differential Equations (D)
",WI18,147,"
69
","
86.6%
","
80.0%
","
6.50
","
B (3.26)
","
B- (2.95)
"
"Dewey, Edward Harold","
MATH 20D - Intro/Differential Equations (A)
",FA17,78,"
27
","
70.8%
","
79.2%
","
7.19
","
B (3.24)
","
C+ (2.68)
"
"Bowers, Adam R.","
MATH 20D - Intro/Differential Equations (B)
",FA17,304,"
115
","
92.7%
","
96.4%
","
6.08
","
B+ (3.44)
","
B- (2.75)
"
"Snellman Jr., Robert Allen","
MATH 20D - Intro/Differential Equations (C)
",FA17,196,"
87
","
93.8%
","
97.5%
","
6.18
","
B+ (3.65)
","
B+ (3.55)
"
"Huynh, Thang L","
MATH 20D - Intro/Differential Equations (D)
",FA17,189,"
51
","
90.2%
","
90.2%
","
6.74
","
B (3.28)
","
B- (2.96)
"
"Jiang, Zonglin","
MATH 20D - Intro/Differential Equations (A)
",S217,86,"
19
","
94.4%
","
83.3%
","
8.72
","
B (3.28)
","
N/A
"
"Su, Fangyao","
MATH 20D - Intro/Differential Equations (A)
",S117,128,"
29
","
88.5%
","
88.5%
","
7.76
","
A- (3.74)
","
B (3.02)
"
"Gawlik, Evan Scott","
MATH 20D - Intro/Differential Equations (A)
",SP17,354,"
135
","
92.9%
","
96.9%
","
6.52
","
B+ (3.34)
","
B- (2.76)
"
"Oprea, Dragos N.","
MATH 20D - Intro/Differential Equations (B)
",SP17,388,"
132
","
94.3%
","
95.1%
","
5.79
","
B+ (3.52)
","
B- (2.84)
"
"Ying, Jiangang","
MATH 20D - Intro/Differential Equations (A)
",WI17,184,"
73
","
90.0%
","
55.7%
","
6.50
","
B (3.29)
","
B- (2.86)
"
"Conant, James R","
MATH 20D - Intro/Differential Equations (B)
",WI17,382,"
175
","
90.6%
","
94.2%
","
6.40
","
B+ (3.49)
","
B (3.10)
"
"Stone, Corey Dean","
MATH 20D - Intro/Differential Equations (C)
",WI17,293,"
119
","
88.8%
","
94.8%
","
6.55
","
B+ (3.36)
","
C+ (2.67)
"
"Bowers, Adam R.","
MATH 20D - Intro/Differential Equations (A)
",FA16,316,"
151
","
95.7%
","
99.3%
","
6.54
","
B+ (3.42)
","
B- (2.81)
"
"Bejenaru, Ioan","
MATH 20D - Intro/Differential Equations (B)
",FA16,190,"
89
","
90.6%
","
87.1%
","
6.67
","
B+ (3.39)
","
B- (2.73)
"
"Barrese, Kenneth William","
MATH 20D - Intro/Differential Equations (C)
",FA16,181,"
59
","
78.2%
","
65.5%
","
7.13
","
B (3.15)
","
C+ (2.63)
"
