Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Coulson, Seana M","
COGS 101C - Language (A)
",S115,14,"
5
","
80.0%
","
100.0%
","
5.30
","
B+ (3.40)
","
N/A
"
"Bergen, Benjamin","
COGS 101C - Language (A)
",SP15,212,"
70
","
82.1%
","
88.1%
","
4.68
","
B+ (3.36)
","
B- (2.91)
"
"Coulson, Seana M","
COGS 101C - Language (A)
",S114,25,"
3
","
66.7%
","
66.7%
","
4.50
","
C+ (2.33)
","
B- (2.91)
"
"Bergen, Benjamin","
COGS 101C - Language (A)
",WI14,168,"
67
","
75.0%
","
76.6%
","
4.44
","
B (3.15)
","
B- (2.98)
"
"Coulson, Seana M","
COGS 101C - Language (A)
",S213,25,"
4
","
100.0%
","
100.0%
","
3.50
","
B+ (3.33)
","
C+ (2.70)
"
"Bergen, Benjamin","
COGS 101C - Language (A)
",SP13,318,"
92
","
88.0%
","
94.6%
","
4.80
","
B (3.25)
","
B- (2.95)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Johnson, Christine M.","
COGS 102A - Cognitive Perspectives (A)
",S222,22,"
5
","
80.0%
","
80.0%
","
8.10
","
B (3.20)
","
B- (2.72)
"
"Johnson, Christine M.","
COGS 102A - Cognitive Perspectives (A)
",FA21,113,"
41
","
62.5%
","
72.5%
","
5.65
","
B (3.00)
","
C+ (2.70)
"
"Johnson, Christine M.","
COGS 102A - Cognitive Perspectives (A)
",S221,54,"
16
","
75.0%
","
93.8%
","
8.25
","
B+ (3.44)
","
B+ (3.34)
"
"Johnson, Christine M.","
COGS 102A - Cognitive Perspectives (A)
",WI21,108,"
29
","
75.0%
","
85.7%
","
5.57
","
B+ (3.33)
","
B+ (3.35)
"
"Scott, Taylor Jackson","
COGS 102A - Cognitive Perspectives (A)
",FA20,146,"
131
","
93.8%
","
98.5%
","
5.08
","
B+ (3.52)
","
B+ (3.48)
"
"Johnson, Christine M.","
COGS 102A - Cognitive Perspectives (A)
",S220,34,"
8
","
75.0%
","
75.0%
","
7.50
","
B (3.25)
","
B (3.25)
"
"Scott, Taylor Jackson","
COGS 102A - Cognitive Perspectives (A)
",FA19,139,"
120
","
87.5%
","
98.3%
","
4.58
","
B+ (3.54)
","
B+ (3.63)
"
"Scott, Taylor Jackson","
COGS 102A - Distributed Cognition (A)
",FA18,146,"
128
","
83.6%
","
97.7%
","
4.73
","
B+ (3.41)
","
B+ (3.42)
"
"Johnson, Christine M.","
COGS 102A - Distributed Cognition (A)
",S218,49,"
13
","
58.3%
","
45.5%
","
5.33
","
B- (2.73)
","
C+ (2.63)
"
"Johnson, Christine M.","
COGS 102A - Distributed Cognition (A)
",S217,61,"
23
","
65.0%
","
73.7%
","
4.86
","
B (3.23)
","
N/A
"
"Johnson, Christine M.","
COGS 102A - Distributed Cognition (A)
",SP17,135,"
46
","
62.2%
","
66.7%
","
5.36
","
B (3.14)
","
B (3.11)
"
"Johnson, Christine M.","
COGS 102A - Distributed Cognition (A)
",S216,64,"
15
","
75.0%
","
100.0%
","
4.50
","
B (3.25)
","
B (3.26)
"
"Renner, Nancy Owens","
COGS 102A - Distributed Cognition (A)
",FA15,201,"
125
","
78.0%
","
81.3%
","
5.28
","
B+ (3.34)
","
B+ (3.55)
"
"Johnson, Christine M.","
COGS 102A - Distributed Cognition (A)
",S215,43,"
15
","
73.3%
","
73.3%
","
4.23
","
B+ (3.47)
","
B (3.11)
"
"Marghetis, Tyler","
COGS 102A - Distributed Cognition (A)
",FA14,167,"
69
","
85.2%
","
93.4%
","
5.57
","
B+ (3.43)
","
B+ (3.33)
"
"Johnson, Christine M.","
COGS 102A - Distributed Cognition (A)
",S114,21,"
4
","
100.0%
","
100.0%
","
4.50
","
B+ (3.67)
","
B+ (3.48)
"
"Hutchins, Edwin Lee","
COGS 102A - Distributed Cognition (A)
",FA13,170,"
73
","
53.8%
","
76.9%
","
5.16
","
B+ (3.31)
","
B (3.25)
"
"Johnson, Christine M.","
COGS 102A - Distributed Cognition (A)
",S113,23,"
3
","
66.7%
","
100.0%
","
5.17
","
B+ (3.33)
","
B (3.25)
"
"Johnson, Christine M.","
COGS 102A - Distributed Cognition (A)
",FA12,289,"
100
","
61.7%
","
71.3%
","
5.66
","
B+ (3.36)
","
B+ (3.61)
"
"Kirsh, David Joel","
COGS 102A - Distributed Cognition (A)
",FA12,289,"
103
","
52.6%
","
69.5%
","
5.59
","
B+ (3.33)
","
B+ (3.61)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Scott, Taylor Jackson","
COGS 102B - Cognitive Ethnography (A)
",WI22,114,"
79
","
94.9%
","
100.0%
","
4.81
","
A- (3.74)
","
B+ (3.49)
"
"Scott, Taylor Jackson","
COGS 102B - Cognitive Ethnography (A)
",WI21,99,"
87
","
96.6%
","
98.9%
","
5.49
","
B+ (3.60)
","
B+ (3.61)
"
"Scott, Taylor Jackson","
COGS 102B - Cognitive Ethnography (A)
",WI20,109,"
87
","
87.4%
","
97.7%
","
5.56
","
B+ (3.62)
","
A- (3.83)
"
"Scott, Taylor Jackson","
COGS 102B - Cognitive Ethnography (A)
",WI19,203,"
181
","
75.7%
","
94.2%
","
5.13
","
B+ (3.60)
","
A- (3.75)
"
"Scott, Taylor Jackson","
COGS 102B - Cognitive Ethnography (A)
",WI18,193,"
176
","
78.4%
","
94.3%
","
4.93
","
B+ (3.59)
","
B+ (3.59)
"
"Johnson, Christine M.","
COGS 102B - Cognitive Ethnography (A)
",WI17,108,"
42
","
43.6%
","
43.6%
","
6.04
","
A- (3.72)
","
B+ (3.69)
"
"Renner, Nancy Owens","
COGS 102B - Cognitive Ethnography (A)
",WI16,222,"
114
","
70.9%
","
88.2%
","
4.39
","
A- (3.81)
","
B+ (3.59)
"
"McComsey, Melanie E","
COGS 102B - Cognitive Ethnography (A)
",WI15,183,"
121
","
48.3%
","
60.8%
","
4.82
","
B+ (3.61)
","
B+ (3.47)
"
"Hutchins, Edwin Lee","
COGS 102B - Cognitive Ethnography (A)
",WI14,166,"
52
","
66.0%
","
86.0%
","
5.42
","
B (3.27)
","
B+ (3.33)
"
"Hutchins, Edwin Lee","
COGS 102B - Cognitive Ethnography (A)
",WI13,289,"
106
","
72.8%
","
91.3%
","
5.41
","
A- (3.71)
","
B+ (3.38)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Scott, Taylor Jackson","
COGS 102C - Cognitive Design (A)
",SP22,109,"
63
","
100.0%
","
100.0%
","
7.21
","
A- (3.81)
","
A- (3.73)
"
"Scott, Taylor Jackson","
COGS 102C - Cognitive Design (A)
",SP21,86,"
55
","
96.4%
","
100.0%
","
8.57
","
A- (3.91)
","
A- (3.87)
"
"Scott, Taylor Jackson","
COGS 102C - Cognitive Design (A)
",SP20,103,"
76
","
98.7%
","
98.7%
","
8.98
","
A- (3.88)
","
A- (3.97)
"
"Scott, Taylor Jackson","
COGS 102C - Cognitive Design (A)
",SP19,144,"
124
","
98.4%
","
99.2%
","
7.78
","
A- (3.91)
","
A- (3.98)
"
"Scott, Taylor Jackson","
COGS 102C - Cognitive Design Studio (A)
",SP18,127,"
106
","
90.5%
","
95.2%
","
9.15
","
B+ (3.69)
","
A- (3.85)
"
"Renner, Nancy Owens","
COGS 102C - Cognitive Design Studio (A)
",SP17,136,"
64
","
72.6%
","
80.6%
","
6.12
","
B+ (3.43)
","
A- (3.71)
"
"Renner, Nancy Owens","
COGS 102C - Cognitive Design Studio (A)
",SP16,154,"
44
","
97.6%
","
90.5%
","
6.64
","
A- (3.88)
","
B+ (3.50)
"
"Hollan, James D.","
COGS 102C - Cognitive Design Studio (A)
",SP15,122,"
26
","
80.8%
","
65.4%
","
7.38
","
B+ (3.46)
","
B+ (3.38)
"
"Hollan, James D.","
COGS 102C - Cognitive Design Studio (A)
",SP14,84,"
24
","
87.0%
","
78.3%
","
9.80
","
B+ (3.48)
","
B (3.19)
"
"Hollan, James D.","
COGS 102C - Cognitive Design Studio (A)
",SP13,111,"
25
","
87.5%
","
70.8%
","
9.86
","
B+ (3.52)
","
B (3.19)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Rangel, Lara M","
COGS 107A - Neuroanatomy and Physiology (A)
",SP23,338,"
115
","
77.6%
","
93.4%
","
5.73
","
B+ (3.35)
","
B (3.29)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",WI23,240,"
69
","
81.8%
","
85.9%
","
6.77
","
B+ (3.54)
","
B+ (3.56)
"
"Rangel, Lara M","
COGS 107A - Neuroanatomy and Physiology (A)
",FA22,421,"
148
","
77.9%
","
88.7%
","
6.33
","
B+ (3.32)
","
B+ (3.35)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",S122,45,"
13
","
75.0%
","
75.0%
","
9.27
","
B (3.08)
","
B+ (3.37)
"
"Alfonso, Stephanie Isabel","
COGS 107A - Neuroanatomy and Physiology (A)
",SP22,285,"
96
","
61.3%
","
40.2%
","
5.87
","
B- (2.91)
","
B- (2.76)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",FA21,292,"
109
","
59.4%
","
52.4%
","
7.00
","
B (3.11)
","
B+ (3.32)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",S121,82,"
27
","
69.2%
","
76.9%
","
8.13
","
B+ (3.41)
","
B+ (3.31)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",SP21,258,"
104
","
78.4%
","
76.2%
","
6.60
","
B+ (3.34)
","
B+ (3.50)
"
"Greene, Deanna Jacquelyn","
COGS 107A - Neuroanatomy and Physiology (A)
",WI21,362,"
300
","
82.9%
","
94.3%
","
6.78
","
B+ (3.35)
","
B (3.25)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",FA20,377,"
319
","
81.4%
","
78.3%
","
7.03
","
B+ (3.45)
","
B (3.28)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",S120,132,"
35
","
72.7%
","
69.7%
","
9.11
","
B (3.21)
","
B+ (3.44)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",SP20,278,"
111
","
73.1%
","
67.6%
","
6.81
","
B+ (3.35)
","
B+ (3.58)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",WI20,156,"
61
","
77.6%
","
82.8%
","
6.67
","
B- (2.98)
","
B (3.04)
"
"Rangel, Lara M","
COGS 107A - Neuroanatomy and Physiology (A)
",FA19,504,"
235
","
87.6%
","
96.0%
","
6.33
","
B+ (3.42)
","
B+ (3.44)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",S119,116,"
92
","
69.7%
","
71.6%
","
10.66
","
C+ (2.63)
","
C+ (2.59)
"
"Rangel, Lara M","
COGS 107A - Neuroanatomy and Physiology (A)
",FA18,201,"
99
","
90.8%
","
99.0%
","
4.71
","
B+ (3.56)
","
B+ (3.63)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",S118,55,"
24
","
91.7%
","
91.7%
","
8.92
","
B+ (3.33)
","
B+ (3.38)
"
"Pineda, Jaime A","
COGS 107A - Neuroanatomy and Physiology (A)
",SP18,270,"
115
","
82.1%
","
78.1%
","
5.71
","
B (3.12)
","
B- (2.83)
"
"Rangel, Lara M","
COGS 107A - Neuroanatomy and Physiology (A)
",WI18,123,"
62
","
96.7%
","
100.0%
","
6.33
","
B+ (3.44)
","
B+ (3.64)
"
"Rangel, Lara M","
COGS 107A - Neuroanatomy and Physiology (A)
",FA17,322,"
130
","
84.3%
","
93.3%
","
7.02
","
B+ (3.45)
","
B+ (3.47)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",S117,57,"
48
","
87.5%
","
91.7%
","
11.01
","
B (3.23)
","
B+ (3.53)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",SP17,170,"
61
","
77.2%
","
68.4%
","
7.54
","
B (3.08)
","
B (3.02)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (B)
",FA16,304,"
160
","
83.0%
","
58.8%
","
9.49
","
B (3.09)
","
B (3.19)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",S116,72,"
24
","
91.3%
","
69.6%
","
13.89
","
B (3.00)
","
B- (3.00)
"
"Pineda, Jaime A","
COGS 107A - Neuroanatomy and Physiology (A)
",FA15,217,"
139
","
92.6%
","
89.0%
","
5.55
","
B+ (3.42)
","
B- (2.99)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",S115,54,"
14
","
85.7%
","
92.9%
","
9.88
","
B (3.07)
","
B+ (3.68)
"
"Pineda, Jaime A","
COGS 107A - Neuroanatomy and Physiology (A)
",FA14,189,"
75
","
84.9%
","
87.7%
","
6.25
","
B (3.10)
","
B- (2.76)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",S114,25,"
3
","
100.0%
","
100.0%
","
7.83
","
B+ (3.67)
","
B (3.11)
"
"Pineda, Jaime A","
COGS 107A - Neuroanatomy and Physiology (A)
",FA13,206,"
89
","
89.0%
","
85.4%
","
6.16
","
B (3.01)
","
B- (2.91)
"
"Boyle, Mary E. T.","
COGS 107A - Neuroanatomy and Physiology (A)
",S113,45,"
11
","
80.0%
","
80.0%
","
10.06
","
B (3.22)
","
B (3.15)
"
"Pineda, Jaime A","
COGS 107A - Neuroanatomy and Physiology (A)
",FA12,307,"
114
","
82.5%
","
84.5%
","
6.95
","
B (3.13)
","
B- (2.85)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Mooshagian, Eric Frederick","
COGS 107B - Systems Neuroscience (A)
",WI23,293,"
169
","
83.2%
","
83.8%
","
5.10
","
B+ (3.61)
","
B+ (3.65)
"
"Mooshagian, Eric Frederick","
COGS 107B - Systems Neuroscience (A)
",S222,73,"
37
","
89.2%
","
89.2%
","
6.12
","
B+ (3.49)
","
B+ (3.40)
"
"Mooshagian, Eric Frederick","
COGS 107B - Systems Neuroscience (A)
",SP22,143,"
53
","
78.8%
","
86.5%
","
5.36
","
B+ (3.44)
","
B (3.06)
"
"Alfonso, Stephanie Isabel","
COGS 107B - Systems Neuroscience (A)
",WI22,228,"
98
","
71.6%
","
61.3%
","
6.25
","
B- (2.98)
","
C+ (2.67)
"
"Nitz, Douglas A.","
COGS 107B - Systems Neuroscience (A)
",S221,59,"
11
","
81.8%
","
90.9%
","
8.32
","
B+ (3.64)
","
B+ (3.40)
"
"Nitz, Douglas A.","
COGS 107B - Systems Neuroscience (A)
",S121,44,"
8
","
87.5%
","
87.5%
","
7.00
","
A- (3.75)
","
B+ (3.49)
"
"Alfonso, Stephanie Isabel","
COGS 107B - Systems Neuroscience (A)
",SP21,224,"
101
","
74.2%
","
71.1%
","
5.81
","
B (3.23)
","
B- (2.98)
"
"Alfonso, Stephanie Isabel","
COGS 107B - Systems Neuroscience (A)
",WI21,217,"
109
","
55.6%
","
34.3%
","
5.55
","
B (3.04)
","
B (3.07)
"
"Mooshagian, Eric Frederick","
COGS 107B - Systems Neuroscience (A)
",FA20,157,"
128
","
77.2%
","
77.0%
","
5.18
","
B (3.21)
","
B (3.17)
"
"Alfonso, Stephanie Isabel","
COGS 107B - Systems Neuroscience (A)
",SP20,71,"
23
","
82.6%
","
69.6%
","
5.37
","
B (3.14)
","
B (3.24)
"
"Rangel, Lara M","
COGS 107B - Systems Neuroscience (A)
",WI20,421,"
167
","
88.2%
","
96.9%
","
5.41
","
B+ (3.39)
","
B+ (3.58)
"
"Nitz, Douglas A.","
COGS 107B - Systems Neuroscience (A)
",WI19,302,"
106
","
88.0%
","
90.1%
","
5.12
","
B (3.27)
","
B- (2.82)
"
"Nitz, Douglas A.","
COGS 107B - Systems Neuroscience (B)
",WI19,143,"
45
","
82.5%
","
82.5%
","
5.64
","
B+ (3.31)
","
B- (2.82)
"
"Nitz, Douglas A.","
COGS 107B - Systems Neuroscience (A)
",WI18,351,"
175
","
87.9%
","
87.3%
","
5.88
","
B+ (3.33)
","
B (3.01)
"
"Nitz, Douglas A.","
COGS 107B - Systems Neuroscience (B)
",WI17,288,"
111
","
83.0%
","
77.4%
","
5.52
","
B (3.22)
","
B- (2.92)
"
"Alexander, Andrew Spencer","
COGS 107B - Systems Neuroscience (A)
",WI16,220,"
178
","
92.1%
","
91.5%
","
5.38
","
B (3.26)
","
B (3.01)
"
"Alexander, Andrew Spencer","
COGS 107B - Systems Neuroscience (A)
",S215,35,"
25
","
96.0%
","
100.0%
","
6.74
","
B+ (3.33)
","
B (3.18)
"
"Nitz, Douglas A.","
COGS 107B - Systems Neuroscience (A)
",WI15,195,"
73
","
92.6%
","
95.6%
","
5.53
","
B+ (3.52)
","
B- (2.86)
"
"Nitz, Douglas A.","
COGS 107B - Systems Neuroscience (A)
",WI14,224,"
68
","
87.1%
","
77.4%
","
5.76
","
B (3.25)
","
B- (2.83)
"
"Pineda, Jaime A","
COGS 107B - Systems Neuroscience (A)
",S213,32,"
7
","
85.7%
","
85.7%
","
5.36
","
B (3.00)
","
B- (2.82)
"
"Nitz, Douglas A.","
COGS 107B - Systems Neuroscience (A)
",WI13,310,"
110
","
88.9%
","
82.4%
","
5.42
","
B (3.14)
","
B- (2.72)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Chiba, Andrea","
COGS 107C - Cognitive Neuroscience (A)
",SP23,212,"
51
","
89.8%
","
95.9%
","
3.96
","
A- (3.83)
","
A- (3.74)
"
"Chiba, Andrea","
COGS 107C - Cognitive Neuroscience (A)
",SP22,138,"
46
","
95.6%
","
100.0%
","
4.86
","
B+ (3.68)
","
A- (3.76)
"
"Chiba, Andrea","
COGS 107C - Cognitive Neuroscience (A)
",SP21,115,"
48
","
93.8%
","
97.9%
","
4.29
","
A- (3.81)
","
A- (3.85)
"
"Chiba, Andrea","
COGS 107C - Cognitive Neuroscience (A)
",SP20,161,"
65
","
96.9%
","
98.4%
","
3.88
","
A- (3.83)
","
A- (3.92)
"
"Chiba, Andrea","
COGS 107C - Cognitive Neuroscience (A)
",SP19,246,"
92
","
86.6%
","
89.0%
","
4.96
","
B+ (3.51)
","
B+ (3.54)
"
"Chiba, Andrea","
COGS 107C - Cognitive Neuroscience (A)
",SP18,239,"
110
","
89.3%
","
92.2%
","
4.79
","
B+ (3.58)
","
A- (3.72)
"
"Chiba, Andrea","
COGS 107C - Cognitive Neuroscience (A)
",SP17,206,"
81
","
93.5%
","
93.5%
","
4.58
","
B+ (3.58)
","
B+ (3.62)
"
"Chukoskie, Leanne","
COGS 107C - Cognitive Neuroscience (A)
",SP16,184,"
63
","
70.0%
","
60.0%
","
4.50
","
B (3.19)
","
B- (2.99)
"
"Jernigan, Terry Lynne","
COGS 107C - Cognitive Neuroscience (A)
",SP15,178,"
57
","
58.5%
","
50.9%
","
4.80
","
B+ (3.43)
","
B (3.16)
"
"Jernigan, Terry Lynne","
COGS 107C - Cognitive Neuroscience (A)
",SP14,193,"
55
","
42.6%
","
38.9%
","
4.01
","
B (3.15)
","
B- (2.95)
"
"Jernigan, Terry Lynne","
COGS 107C - Cognitive Neuroscience (A)
",SP13,291,"
89
","
75.0%
","
67.0%
","
3.73
","
A- (3.79)
","
A- (3.94)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Fleischer, Jason G","
COGS 108 - Data Science in Practice (A)
",SP23,431,"
283
","
95.7%
","
96.4%
","
5.11
","
A- (3.85)
","
A- (3.78)
"
"Simpkins, Charles Alexander","
COGS 108 - Data Science in Practice (A)
",WI23,419,"
245
","
74.0%
","
52.3%
","
4.51
","
A- (3.77)
","
A- (3.87)
"
"Fleischer, Jason G","
COGS 108 - Data Science in Practice (A)
",FA22,432,"
292
","
91.6%
","
94.4%
","
5.81
","
A- (3.81)
","
A- (3.87)
"
"Fleischer, Jason G","
COGS 108 - Data Science in Practice (A)
",SP22,427,"
219
","
94.0%
","
94.4%
","
5.91
","
A- (3.78)
","
B+ (3.67)
"
"Fleischer, Jason G","
COGS 108 - Data Science in Practice (A)
",WI22,456,"
286
","
96.1%
","
95.8%
","
6.20
","
B+ (3.68)
","
B+ (3.68)
"
"Fleischer, Jason G","
COGS 108 - Data Science in Practice (A)
",FA21,434,"
305
","
91.4%
","
92.0%
","
5.78
","
A- (3.74)
","
A- (3.76)
"
"Ellis, Shannon Elizabeth","
COGS 108 - Data Science in Practice (A)
",SP21,311,"
193
","
97.3%
","
99.5%
","
6.00
","
A- (3.77)
","
A- (3.76)
"
"Ellis, Shannon Elizabeth","
COGS 108 - Data Science in Practice (A)
",WI21,431,"
291
","
94.8%
","
99.7%
","
5.82
","
B+ (3.69)
","
B+ (3.65)
"
"Ellis, Shannon Elizabeth","
COGS 108 - Data Science in Practice (A)
",FA20,474,"
321
","
97.2%
","
98.7%
","
6.16
","
A- (3.76)
","
B+ (3.58)
"
"Ellis, Shannon Elizabeth","
COGS 108 - Data Science in Practice (A)
",SP20,469,"
290
","
98.6%
","
99.0%
","
6.57
","
A- (3.78)
","
A- (3.77)
"
"Ellis, Shannon Elizabeth","
COGS 108 - Data Science in Practice (A)
",WI20,442,"
335
","
94.9%
","
97.6%
","
5.39
","
A- (3.78)
","
A- (3.81)
"
"Voytek, Bradley Thomas","
COGS 108 - Data Science in Practice (A)
",FA19,434,"
170
","
93.8%
","
95.7%
","
4.84
","
A- (3.74)
","
A- (3.73)
"
"Ellis, Shannon Elizabeth","
COGS 108 - Data Science in Practice (A)
",SP19,301,"
238
","
96.1%
","
98.7%
","
5.33
","
A- (3.73)
","
A- (3.77)
"
"Ellis, Shannon Elizabeth","
COGS 108 - Data Science in Practice (B)
",SP19,476,"
339
","
88.6%
","
93.7%
","
5.00
","
B+ (3.69)
","
A- (3.77)
"
"Keown, Christopher Lee","
COGS 108 - Data Science in Practice (A)
",WI19,425,"
135
","
90.9%
","
89.8%
","
5.37
","
B+ (3.67)
","
B+ (3.68)
"
"Voytek, Bradley Thomas","
COGS 108 - Data Science in Practice (A)
",WI18,426,"
168
","
91.1%
","
97.4%
","
5.25
","
A- (3.75)
","
A- (3.80)
"
"Voytek, Bradley Thomas","
COGS 108 - Data Science in Practice (A)
",SP17,401,"
114
","
86.7%
","
94.3%
","
5.25
","
A- (3.76)
","
A- (3.76)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Mukamel, Eran A","
COGS 109 - Modeling & Data Analysis (A)
",SP23,137,"
75
","
94.6%
","
87.8%
","
6.36
","
B+ (3.59)
","
B+ (3.35)
"
"Zhao, Weiqi","
COGS 109 - Modeling & Data Analysis (A)
",S121,49,"
42
","
83.3%
","
85.7%
","
6.60
","
B (3.27)
","
B (3.16)
"
"Mukamel, Eran A","
COGS 109 - Modeling & Data Analysis (A)
",SP21,144,"
108
","
90.7%
","
89.8%
","
7.74
","
B+ (3.56)
","
B+ (3.47)
"
"Bardolph, Megan Dalene","
COGS 109 - Modeling & Data Analysis (A)
",WI21,123,"
41
","
91.9%
","
89.2%
","
5.31
","
B+ (3.56)
","
B+ (3.63)
"
"Bardolph, Megan Dalene","
COGS 109 - Modeling & Data Analysis (A)
",FA20,126,"
47
","
88.9%
","
82.2%
","
8.00
","
B+ (3.57)
","
B+ (3.63)
"
"Gupta, Anjum","
COGS 109 - Modeling & Data Analysis (A)
",S120,75,"
14
","
76.9%
","
61.5%
","
5.42
","
B+ (3.62)
","
B+ (3.56)
"
"Bardolph, Megan Dalene","
COGS 109 - Modeling & Data Analysis (A)
",SP20,144,"
46
","
95.6%
","
91.1%
","
6.14
","
B+ (3.58)
","
A- (3.87)
"
"Mukamel, Eran A","
COGS 109 - Modeling & Data Analysis (A)
",FA19,108,"
81
","
91.3%
","
92.3%
","
6.83
","
B+ (3.42)
","
B+ (3.35)
"
"Bardolph, Megan Dalene","
COGS 109 - Modeling & Data Analysis (A)
",S119,23,"
16
","
93.8%
","
100.0%
","
5.50
","
A- (3.75)
","
B+ (3.55)
"
"Mukamel, Eran A","
COGS 109 - Modeling & Data Analysis (A)
",FA18,133,"
92
","
79.8%
","
87.8%
","
7.85
","
B (3.23)
","
B (3.29)
"
"Bardolph, Megan Dalene","
COGS 109 - Modeling & Data Analysis (A)
",S118,65,"
27
","
81.5%
","
96.2%
","
5.65
","
A- (3.73)
","
B+ (3.67)
"
"Mukamel, Eran A","
COGS 109 - Modeling & Data Analysis (A)
",FA17,119,"
53
","
80.4%
","
92.3%
","
9.13
","
B (3.16)
","
B+ (3.35)
"
"Bardolph, Megan Dalene","
COGS 109 - Modeling & Data Analysis (A)
",S117,66,"
32
","
87.1%
","
93.3%
","
7.02
","
A- (3.71)
","
A- (3.72)
"
"Olson, Jacob Michael","
COGS 109 - Modeling & Data Analysis (A)
",FA16,152,"
115
","
74.6%
","
78.9%
","
6.54
","
B (3.08)
","
B (3.13)
"
"Olson, Jacob Michael","
COGS 109 - Modeling & Data Analysis (A)
",S216,82,"
30
","
89.3%
","
92.9%
","
8.65
","
B+ (3.40)
","
B (3.20)
"
"Tu, Zhuowen","
COGS 109 - Modeling & Data Analysis (A)
",FA15,148,"
60
","
76.4%
","
65.5%
","
6.86
","
B+ (3.56)
","
B+ (3.44)
"
"Olson, Jacob Michael","
COGS 109 - Modeling & Data Analysis (A)
",S215,38,"
29
","
92.6%
","
100.0%
","
8.94
","
B (3.19)
","
B (3.29)
"
"Huang, He","
COGS 109 - Modeling & Data Analysis (A)
",FA14,90,"
36
","
82.9%
","
94.3%
","
5.59
","
A- (3.71)
","
B+ (3.60)
"
"Huang, He","
COGS 109 - Modeling & Data Analysis (A)
",S214,51,"
31
","
93.5%
","
100.0%
","
5.79
","
A- (3.90)
","
A- (3.93)
"
"De Sa, Virginia","
COGS 109 - Modeling & Data Analysis (A)
",FA13,96,"
46
","
61.4%
","
77.3%
","
5.40
","
B+ (3.48)
","
B+ (3.64)
"
"Malave, Vicente L","
COGS 109 - Modeling & Data Analysis (A)
",S213,86,"
25
","
59.1%
","
40.9%
","
4.59
","
B+ (3.61)
","
A- (3.71)
"
"De Sa, Virginia","
COGS 109 - Modeling & Data Analysis (A)
",FA12,117,"
42
","
68.4%
","
76.3%
","
5.96
","
B+ (3.46)
","
B+ (3.48)
"
"De Sa, Virginia                    ","
COGS 109 - Modeling & Data Analysis       (A)
",FA10,94,"
56
","
35.7%
","
30.9%
","
7.55
","
B (3.29)
","
B+ (3.57)
"
"Gupta, Anjum                       ","
COGS 109 - Modeling & Data Analysis       (A)
",SU10,54,"
27
","
66.7%
","
81.5%
","
6.65
","
B+ (3.33)
","
N/A
"
"De Sa, Virginia                    ","
COGS 109 - Modeling & Data Analysis       (A)
",FA09,145,"
73
","
40.8%
","
47.8%
","
5.51
","
B (3.24)
","
B+ (3.34)
"
